from,to,time
L80,L299,35.6679915736
L81,L299,43.5154407069
L82,L299,22.3773626843
L91,L299,21.7721757088
L93,L299,23.100749872
L99,L299,38.7601097225
L102,L299,36.0667630655
L103,L299,31.7628405277
L106,L299,27.6973835402
L113,L299,41.6489354198
L116,L299,31.2528168466
L122,L299,28.7735391627
L128,L299,26.9042899621
L134,L299,25.2306572572
L135,L299,22.6261050236
L138,L299,25.9817472603
L139,L299,27.3501174601
L141,L299,28.6779245879
L145,L299,28.7400703418
L146,L299,28.6429242313
L147,L299,28.7888493863
L150,L299,28.8759826072
L151,L299,19.8166787493
L153,L299,31.5012212763
L154,L299,46.7042601659
L155,L299,43.2249475138
L156,L299,23.4311773698
L157,L299,21.2857989234
L159,L299,32.409209135
L162,L299,39.3422824606
L168,L299,31.2040768772
L171,L299,23.9852850882
L173,L299,25.6621588444
L178,L299,27.3075590468
L179,L299,29.376874808
L185,L299,21.4137847614
L186,L299,22.7214258186
L191,L299,19.6824208939
L203,L299,12.157739148
L206,L299,12.3522241269
L213,L299,12.6068707203
L222,L299,13.6466981869
L227,L299,15.2261065076
L229,L299,25.0157975029
L231,L299,36.0829002499
L246,L299,33.2561533611
L247,L299,22.6487658508
L249,L299,20.5315179007
L252,L299,16.3964396012
L262,L299,15.637976797
L271,L299,14.1978769008
L273,L299,12.811733428
L274,L299,8.53628484994
L292,L299,6.71798181739
L299,L299,0
L309,L299,7.49510434566
L310,L299,9.10674730081
L313,L299,15.8585207356
L315,L299,17.8568467511
L321,L299,19.5141975633
L323,L299,21.5864942352
L328,L299,25.690069894
L333,L299,23.4915179893
L334,L299,20.5685984487
L336,L299,19.426821671
L338,L299,17.5615939065
L349,L299,14.9693397964
L355,L299,34.9765125848
L361,L299,19.9970384057
L365,L299,33.9483333982
L370,L299,15.429587156
L371,L299,26.036365253
L375,L299,43.5944026921
L382,L299,45.3216252211
L385,L299,29.077750029
L387,L299,23.8375984618
L392,L299,33.8481694015
L393,L299,35.2336861511
L402,L299,39.5231987384
L408,L299,28.0207977656
L411,L299,26.3683375384
L412,L299,23.7489588472
L418,L299,21.4660069614
L423,L299,19.0895071217
L430,L299,13.0870287305
L431,L299,11.0228853804
L437,L299,9.11934364578
L444,L299,7.75632592855
L445,L299,6.33559458203
L469,L299,10.0764764509
L483,L299,20.1887006056
L493,L299,17.9936093648
L495,L299,16.7240443002
L496,L299,15.5500252821
L511,L299,14.9135727054
L527,L299,32.4686486074
L529,L299,30.5697809348
L530,L299,28.1444293332
L540,L299,26.5218593325
L543,L299,32.4101435455
L554,L299,34.044102455
L556,L299,29.3448798199
L560,L299,21.6387070486
L0,L299,22.0294652342
L7,L309,41.2107024561
L18,L309,39.2925552204
L26,L309,34.6768971244
L33,L309,25.6650957019
L36,L309,18.9626236059
L38,L309,14.9090339759
L57,L309,11.8825635038
L62,L309,9.5944382234
L63,L309,10.3694653403
L70,L309,13.7696191388
L75,L309,16.0892751552
L76,L309,20.8238963709
L77,L309,24.3675821108
L78,L309,28.1065645617
L79,L309,31.2770864105
L80,L309,38.055146663
L81,L309,42.9379669396
L82,L309,22.4008646814
L91,L309,22.0664037486
L93,L309,22.8787343751
L99,L309,38.9610519432
L102,L309,36.3318058534
L103,L309,32.098680299
L106,L309,28.1467309983
L113,L309,39.377831725
L116,L309,32.8319318077
L122,L309,30.3817226705
L128,L309,28.5911601998
L134,L309,27.0040439338
L135,L309,24.345249363
L138,L309,27.8663476893
L139,L309,29.3917204214
L141,L309,30.8463268308
L145,L309,31.0041068817
L146,L309,31.0127624191
L147,L309,31.2171212613
L150,L309,31.3441654937
L151,L309,20.7184526427
L153,L309,33.9315787171
L154,L309,49.0235795086
L155,L309,45.5628732467
L156,L309,24.9308700067
L157,L309,22.5554960161
L159,L309,34.764349016
L162,L309,41.7035988509
L168,L309,33.5711611471
L171,L309,26.0709106931
L173,L309,27.8446577131
L178,L309,29.5983056422
L179,L309,31.6920987677
L185,L309,23.2582475256
L186,L309,24.7058959769
L191,L309,21.1626345534
L203,L309,10.9257857757
L206,L309,10.4227987633
L213,L309,10.2437540858
L222,L309,11.1516159664
L227,L309,12.7903863587
L229,L309,23.2210213492
L231,L309,38.1062852717
L246,L309,35.3165248549
L247,L309,24.8270996949
L249,L309,22.7029350897
L252,L309,18.5330691984
L262,L309,17.859888008
L271,L309,16.5187855556
L273,L309,15.1381297597
L274,L309,10.9026434352
L292,L309,9.14615529777
L299,L309,7.49510434566
L309,L309,0
L310,L309,6.6133178445
L313,L309,13.3706770827
L315,L309,15.3864409664
L321,L309,17.0644343023
L323,L309,19.1524935551
L328,L309,26.2300860556
L333,L309,24.2351293648
L334,L309,21.6715578747
L336,L309,20.4217419742
L338,L309,18.2645863533
L349,L309,15.4063161578
L355,L309,37.4390367421
L361,L309,20.2036191348
L365,L309,31.6009382549
L370,L309,17.3463073849
L371,L309,23.5693375861
L375,L309,45.7307100502
L382,L309,47.3600981667
L385,L309,26.5924405501
L387,L309,21.3968648045
L392,L309,36.170343321
L393,L309,37.5259822752
L402,L309,41.729948263
L408,L309,30.4206981512
L411,L309,28.7522200028
L412,L309,26.0995467232
L418,L309,23.7779629443
L423,L309,21.3435255454
L430,L309,15.1855432083
L431,L309,13.042288898
L437,L309,11.0624566473
L444,L309,9.61578873234
L445,L309,7.21356205734
L469,L309,7.76936044387
L483,L309,22.5613577571
L493,L309,20.3648253091
L495,L309,19.0153729439
L496,L309,17.7086905013
L511,L309,16.8883998863
L527,L309,32.426256845
L529,L309,30.5379771003
L530,L309,28.1825736541
L540,L309,26.6142411398
L543,L309,34.9026879549
L554,L309,36.5263272757
L556,L309,31.8391396698
L560,L309,23.1285960442
L0,L309,22.934282056
L7,L310,42.0620786943
L18,L310,40.053793057
L26,L310,33.2921287481
L33,L310,24.3557846744
L36,L310,17.800298504
L38,L310,13.9840525202
L57,L310,11.4521732086
L62,L310,10.3985599024
L63,L310,11.793977014
L70,L310,15.3667993152
L75,L310,17.7013192814
L76,L310,22.4294748486
L77,L310,25.9683235514
L78,L310,29.7161870622
L79,L310,32.8567349657
L80,L310,39.5789971373
L81,L310,42.7415051997
L82,L310,22.6977225129
L91,L310,22.534811061
L93,L310,23.013465474
L99,L310,39.2799949108
L102,L310,36.6989553577
L103,L310,32.5256699414
L106,L310,28.6629417148
L113,L310,37.9712740857
L116,L310,33.9881044126
L122,L310,31.5597116203
L128,L310,29.8164852546
L134,L310,28.2796385041
L135,L310,25.6011453324
L138,L310,29.1978666818
L139,L310,30.8012592544
L141,L310,32.3181057114
L145,L310,32.5227204046
L146,L310,32.5809077201
L147,L310,32.810460558
L150,L310,32.9524430382
L151,L310,21.3948083172
L153,L310,35.4866697024
L154,L310,50.4979189692
L155,L310,47.0508437058
L156,L310,25.9311285391
L157,L310,23.4340190069
L159,L310,36.2678037636
L162,L310,43.2086525984
L168,L310,35.0831137387
L171,L310,27.4156454144
L173,L310,29.2447193766
L178,L310,31.0634790499
L179,L310,33.1712007561
L185,L310,24.4696926039
L186,L310,25.9940954753
L191,L310,22.1752685949
L203,L310,10.5026418301
L206,L310,9.40099741476
L213,L310,8.75964704303
L222,L310,9.54269876344
L227,L310,11.2729756148
L229,L310,22.2287068107
L231,L310,39.3939620146
L246,L310,36.6306749165
L247,L310,26.2299415139
L249,L310,24.1065002407
L252,L310,19.9311604545
L262,L310,19.3072299468
L271,L310,18.0241304076
L273,L310,16.651257844
L274,L310,12.4570724059
L292,L310,10.7348062122
L299,L310,9.10674730081
L309,L310,6.6133178445
L310,L310,0
L313,L310,11.7784157714
L315,L310,13.8170917307
L321,L310,15.5174485104
L323,L310,17.6196328704
L328,L310,26.8128852782
L333,L310,24.9526416319
L334,L310,22.6134561435
L336,L310,21.3153982494
L338,L310,19.021953477
L349,L310,16.0696472964
L355,L310,39.0173002555
L361,L310,20.4586722367
L365,L310,30.0656861874
L370,L310,18.6332280089
L371,L310,21.9979265337
L375,L310,47.0848695914
L382,L310,48.6497362328
L385,L310,24.9992382909
L387,L310,19.8544880451
L392,L310,37.6512992081
L393,L310,38.9865895434
L402,L310,43.1323021083
L408,L310,31.9560080269
L411,L310,30.2777629597
L412,L310,27.6056588254
L418,L310,25.2628415201
L423,L310,22.7984295417
L430,L310,16.5842478371
L431,L310,14.4269393885
L437,L310,12.4539551875
L444,L310,11.0281980675
L445,L310,8.64825723774
L469,L310,6.69516504921
L483,L310,24.1345939207
L493,L310,21.9391017558
L495,L310,20.5588329903
L496,L310,19.1997900172
L511,L310,18.3039477174
L527,L310,32.613190683
L529,L310,30.740490001
L530,L310,28.4425821894
L540,L310,26.918630958
L543,L310,36.5080729014
L554,L310,38.1209964266
L556,L310,33.4515937342
L560,L310,24.2698169596
L0,L310,23.7548543487
L7,L313,45.1585449649
L18,L313,42.8094616876
L26,L313,27.1192369914
L33,L313,18.6531744059
L36,L313,13.3363792873
L38,L313,11.8171575835
L57,L313,12.6902691666
L62,L313,15.4258447441
L63,L313,17.9470207929
L70,L313,21.9487025822
L75,L313,24.3757794456
L76,L313,29.1896183258
L77,L313,32.7375685834
L78,L313,36.4597847068
L79,L313,39.6341882391
L80,L313,46.296287223
L81,L313,41.4497269131
L82,L313,24.266238419
L91,L313,24.775198498
L93,L313,23.9167945183
L99,L313,40.2233594297
L102,L313,37.9055488954
L103,L313,34.1019470244
L106,L313,30.7443329089
L113,L313,31.6875314838
L116,L313,38.4743609295
L122,L313,36.1773896485
L128,L313,34.6578250345
L134,L313,33.3517629951
L135,L313,30.6536564924
L138,L313,34.4801434487
L139,L313,36.3889850118
L141,L313,38.1667886182
L145,L313,38.590443854
L146,L313,38.9050976866
L147,L313,39.2885045203
L150,L313,39.551705749
L151,L313,26.2272571727
L153,L313,42.2462425373
L154,L313,57.1194493351
L155,L313,53.7015573359
L156,L313,31.5071437923
L157,L313,28.7442995246
L159,L313,42.9542976572
L162,L313,49.8930743177
L168,L313,41.7844908422
L171,L313,33.810048778
L173,L313,35.7474103405
L178,L313,37.6888143237
L179,L313,39.8185141176
L185,L313,30.5910233211
L186,L313,32.2742180884
L191,L313,27.8623515889
L203,L313,13.9574995057
L206,L313,11.6087726452
L213,L313,9.45182942904
L222,L313,7.29559495562
L227,L313,6.44496456621
L229,L313,18.2006006502
L231,L313,45.5987194756
L246,L313,42.911635762
L247,L313,32.7502947562
L249,L313,30.6383191698
L252,L313,26.4790547125
L262,L313,25.9397421365
L271,L313,24.7418528721
L273,L313,23.3817971794
L274,L313,19.2289971715
L292,L313,17.5117009335
L299,L313,15.8585207356
L309,L313,13.3706770827
L310,L313,11.7784157714
L313,L313,0
L315,L313,7.11833046045
L321,L313,8.89394353988
L323,L313,11.0177785119
L328,L313,29.2396252603
L333,L313,27.9893825689
L334,L313,26.6034283365
L336,L313,25.2023199996
L338,L313,22.5948525988
L349,L313,19.644269182
L355,L313,45.7940924193
L361,L313,24.0964609074
L365,L313,24.3997183474
L370,L313,24.9935590262
L371,L313,15.2391333558
L375,L313,53.4356225714
L382,L313,54.8316413837
L385,L313,18.2220685274
L387,L313,13.1859105127
L392,L313,44.2965323391
L393,L313,45.5910112683
L402,L313,49.6052812675
L408,L313,38.6934670848
L411,L313,37.0031341517
L412,L313,34.3055010383
L418,L313,31.9336882908
L423,L313,29.4274572459
L430,L313,23.1629626619
L431,L313,21.0121992762
L437,L313,19.0801860457
L444,L313,17.7026495317
L445,L313,15.3877987347
L469,L313,10.9990268497
L483,L313,30.5271525175
L493,L313,28.351771318
L495,L313,26.8414570314
L496,L313,25.291892515
L511,L313,24.1438304134
L527,L313,33.2037048232
L529,L313,31.4676297164
L530,L313,29.5070853818
L540,L313,28.2399143857
L543,L313,43.2671611543
L554,L313,44.8966312659
L556,L313,40.170022723
L560,L313,28.9254637533
L0,L313,27.240183652
L7,L315,45.7065836548
L18,L315,43.2608363487
L26,L315,25.0348741292
L33,L315,16.7115592957
L36,L315,12.0510802583
L38,L315,11.7505617961
L57,L315,13.6302234038
L62,L315,17.0078520534
L63,L315,19.72275569
L70,L315,23.8328464588
L75,L315,26.2977624197
L76,L315,31.1707401674
L77,L315,34.7294761468
L78,L315,38.417479676
L79,L315,41.6634537381
L80,L315,48.3776301348
L81,L315,40.6465808217
L82,L315,24.579916306
L91,L315,25.2812373712
L93,L315,24.0342540659
L99,L315,40.1195909169
L102,L315,37.9031412393
L103,L315,34.2528303082
L106,L315,31.0945179861
L113,L315,29.5843303175
L116,L315,39.5168938001
L122,L315,37.2779651726
L128,L315,35.8429132136
L134,L315,34.6228617161
L135,L315,31.9386862025
L138,L315,35.8154378773
L139,L315,37.8220439272
L141,L315,39.6896648236
L145,L315,40.1979244323
L146,L315,40.6205139055
L147,L315,41.075819849
L150,L315,41.4036498353
L151,L315,28.2331996121
L153,L315,44.3035426355
L154,L315,59.2246609204
L155,L315,55.801606684
L156,L315,33.5811269187
L157,L315,30.7964692256
L159,L315,45.0452823663
L162,L315,51.9852110144
L168,L315,43.8710153691
L171,L315,35.9280579235
L173,L315,37.8619889793
L178,L315,39.7916204137
L179,L315,41.9179009975
L185,L315,32.7047823363
L186,L315,34.3921063215
L191,L315,29.9513769177
L203,L315,15.9740606978
L206,L315,13.6266567118
L213,L315,11.5324037393
L222,L315,9.40488388269
L227,L315,7.73076350537
L229,L315,16.8459319839
L231,L315,47.7128517888
L246,L315,45.0286963781
L247,L315,34.8633012692
L249,L315,32.7500514637
L252,L315,28.5881801061
L262,L315,28.0382925814
L271,L315,26.8196385539
L273,L315,25.4542084205
L274,L315,21.2737691809
L292,L315,19.5324760262
L299,L315,17.8568467511
L309,L315,15.3864409664
L310,L315,13.8170917307
L313,L315,7.11833046045
L315,L315,0
L321,L315,6.77927588396
L323,L315,8.90000422937
L328,L315,29.7187371604
L333,L315,28.6757264491
L334,L315,27.602373029
L336,L315,26.193713953
L338,L315,23.5492926042
L349,L315,20.6871802522
L355,L315,47.8254708607
L361,L315,25.9504229605
L365,L315,23.3151405829
L370,L315,27.1112433831
L371,L315,13.1830109814
L375,L315,55.5536589382
L382,L315,56.9436230018
L385,L315,16.2458457496
L387,L315,11.0748197624
L392,L315,46.3968365474
L393,L315,47.6977535469
L402,L315,51.7222373855
L408,L315,40.7652650697
L411,L315,39.0804071195
L412,L315,36.3915217633
L418,L315,34.0268303462
L423,L315,31.5278618213
L430,L315,25.2673143382
L431,L315,23.1141772449
L437,L315,21.1746181096
L444,L315,19.7866834327
L445,L315,17.4506693135
L469,L315,12.8819266879
L483,L315,32.2944452302
L493,L315,30.1352832587
L495,L315,28.578755113
L496,L315,26.9685532111
L511,L315,25.7453650452
L527,L315,33.056848107
L529,L315,31.3856577685
L530,L315,29.5593312131
L540,L315,28.3932818918
L543,L315,45.2395774735
L554,L315,46.8990665082
L556,L315,42.1022887376
L560,L315,30.0996536097
L0,L315,28.07558188
L7,L321,46.0968541721
L18,L321,43.5752728464
L26,L321,23.2656402796
L33,L321,15.0652178327
L36,L321,11.1818600285
L38,L321,12.0471830496
L57,L321,14.591381457
L62,L321,18.3607160825
L63,L321,21.2008341559
L70,L321,25.3834284912
L75,L321,27.8754585883
L76,L321,32.7949028381
L77,L321,36.3611705531
L78,L321,40.015632098
L79,L321,43.3279406035
L80,L321,50.0951286134
L81,L321,39.9117864749
L82,L321,24.86344029
L91,L321,25.7172008923
L93,L321,24.159891702
L99,L321,39.9762184091
L102,L321,37.8516484887
L103,L321,34.3431219475
L106,L321,31.3653742335
L113,L321,27.8064085407
L116,L321,40.3340963129
L122,L321,38.1488032301
L128,L321,36.7875569372
L134,L321,35.6419317284
L135,L321,32.9768155988
L138,L321,36.8848839332
L139,L321,38.9690178714
L141,L321,40.9091869393
L145,L321,41.4885463182
L146,L321,42.0031321476
L147,L321,42.5203950846
L150,L321,42.9048217403
L151,L321,29.9707177635
L153,L321,45.9956918456
L154,L321,60.9708745456
L155,L321,57.5410115325
L156,L321,35.3502312548
L157,L321,32.5562565989
L159,L321,46.7742294137
L162,L321,53.714960906
L168,L321,45.5948999347
L171,L321,37.6982673072
L173,L321,39.6236401001
L178,L321,41.535625457
L179,L321,43.6573486209
L185,L321,34.4835809331
L186,L321,36.1675772077
L191,L321,31.7263139932
L203,L321,17.7248413995
L206,L321,15.3814655889
L213,L321,13.3083854459
L222,L321,11.1692034298
L227,L321,9.29279252985
L229,L321,15.7651212165
L231,L321,49.4915655276
L246,L321,46.8055488581
L247,L321,36.6223361026
L249,L321,34.5071767034
L252,L321,30.3418779759
L262,L321,29.7786629749
L271,L321,28.5377676419
L273,L321,27.1675280984
L274,L321,22.9643127391
L292,L321,21.2046831881
L299,L321,19.5141975633
L309,L321,17.0644343023
L310,L321,15.5174485104
L313,L321,8.89394353988
L315,L321,6.77927588396
L321,L321,0
L323,L321,7.12633303939
L328,L321,30.1036743015
L333,L321,29.2371419324
L334,L321,28.4246851258
L336,L321,27.0178004692
L338,L321,24.3618314559
L349,L321,21.5952975116
L355,L321,49.4905614213
L361,L321,27.6044039248
L365,L321,22.6957811898
L370,L321,28.8804682432
L371,L321,11.5473821777
L375,L321,57.328636762
L382,L321,58.7227910626
L385,L321,14.7101269216
L387,L321,9.33739031429
L392,L321,48.1371008884
L393,L321,49.4465810213
L402,L321,53.488721348
L408,L321,42.4733267107
L411,L321,40.794670817
L412,L321,38.1158975995
L418,L321,35.7597201321
L423,L321,33.2698036517
L430,L321,27.0153041206
L431,L321,24.8598615997
L437,L321,22.9126350485
L444,L321,21.5149607518
L445,L321,19.1620073648
L469,L321,14.4838381206
L483,L321,33.7318501723
L493,L321,31.5898696824
L495,L321,29.9978087723
L496,L321,28.3417633655
L511,L321,27.0615894394
L527,L321,32.9019459831
L529,L321,31.2932633462
L530,L321,29.5895562101
L540,L321,28.5151863942
L543,L321,46.8483924626
L554,L321,48.5359634087
L556,L321,43.6752420375
L560,L321,31.0533225858
L0,L321,28.7622794731
L7,L323,46.8734347615
L18,L323,44.2721609714
L26,L323,21.1966453802
L33,L323,13.2989990061
L36,L323,10.9534887565
L38,L323,13.1171766615
L57,L323,16.1611257045
L62,L323,20.2092659857
L63,L323,23.1378320049
L70,L323,27.3696819311
L75,L323,29.8803669315
L76,L323,34.8330013481
L77,L323,38.4036120021
L78,L323,42.0295369717
L79,L323,45.3939275861
L80,L323,52.1981981669
L81,L323,39.3537833851
L82,L323,25.6157176148
L91,L323,26.6284248473
L93,L323,24.7427190766
L99,L323,40.1514592016
L102,L323,38.143506144
L103,L323,34.8151465304
L106,L323,32.0578905034
L113,L323,25.7057274474
L116,L323,41.5891445186
L122,L323,39.4651099073
L128,L323,38.1834221359
L134,L323,37.1162565866
L135,L323,34.4770763888
L138,L323,38.407123094
L139,L323,40.5647602001
L141,L323,42.5736841315
L145,L323,43.2215582972
L146,L323,43.8233268216
L147,L323,44.397817975
L150,L323,44.8334130751
L151,L323,31.9993344459
L153,L323,48.0817616861
L154,L323,63.0902533369
L155,L323,59.6569456994
L156,L323,37.4323029893
L157,L323,34.6207255993
L159,L323,48.8845840015
